SET|PARTICIPANT|TIMESTAMP|SOURCE|X|Y|Z|TYPE|ACTIVITY|IS_FALL
stairs|3|2023-02-01 12:30:03.015|TAG|-0.796|-0.429|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.022|TAG|-0.777|-0.394|0.019|A|6|0
stairs|3|2023-02-01 12:30:03.030|TAG|-0.792|-0.386|0.039|A|6|0
stairs|3|2023-02-01 12:30:03.038|TAG|-0.843|-0.363|0.085|A|6|0
stairs|3|2023-02-01 12:30:03.046|TAG|-0.906|-0.351|0.105|A|6|0
stairs|3|2023-02-01 12:30:03.054|TAG|-0.949|-0.324|0.128|A|6|0
stairs|3|2023-02-01 12:30:03.061|TAG|-0.957|-0.308|0.136|A|6|0
stairs|3|2023-02-01 12:30:03.069|TAG|-0.968|-0.269|0.171|A|6|0
stairs|3|2023-02-01 12:30:03.077|TAG|-0.96|-0.257|0.152|A|6|0
stairs|3|2023-02-01 12:30:03.085|TAG|-0.945|-0.281|0.113|A|6|0
stairs|3|2023-02-01 12:30:03.093|TAG|-0.914|-0.285|0.093|A|6|0
stairs|3|2023-02-01 12:30:03.101|TAG|-0.89|-0.308|0.113|A|6|0
stairs|3|2023-02-01 12:30:03.109|TAG|-0.898|-0.363|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.116|TAG|-0.898|-0.414|0.171|A|6|0
stairs|3|2023-02-01 12:30:03.124|TAG|-0.91|-0.445|0.199|A|6|0
stairs|3|2023-02-01 12:30:03.132|TAG|-0.91|-0.46|0.195|A|6|0
stairs|3|2023-02-01 12:30:03.140|TAG|-0.906|-0.48|0.191|A|6|0
stairs|3|2023-02-01 12:30:03.147|TAG|-0.91|-0.449|0.183|A|6|0
stairs|3|2023-02-01 12:30:03.155|TAG|-0.925|-0.445|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.163|TAG|-0.941|-0.421|0.16|A|6|0
stairs|3|2023-02-01 12:30:03.171|TAG|-0.921|-0.398|0.171|A|6|0
stairs|3|2023-02-01 12:30:03.179|TAG|-0.914|-0.41|0.179|A|6|0
stairs|3|2023-02-01 12:30:03.186|TAG|-0.89|-0.414|0.195|A|6|0
stairs|3|2023-02-01 12:30:03.194|TAG|-0.875|-0.414|0.203|A|6|0
stairs|3|2023-02-01 12:30:03.202|TAG|-0.89|-0.433|0.207|A|6|0
stairs|3|2023-02-01 12:30:03.210|TAG|-0.89|-0.445|0.207|A|6|0
stairs|3|2023-02-01 12:30:03.218|TAG|-0.902|-0.453|0.21|A|6|0
stairs|3|2023-02-01 12:30:03.225|TAG|-0.886|-0.472|0.199|A|6|0
stairs|3|2023-02-01 12:30:03.233|TAG|-0.902|-0.464|0.21|A|6|0
stairs|3|2023-02-01 12:30:03.241|TAG|-0.886|-0.484|0.179|A|6|0
stairs|3|2023-02-01 12:30:03.249|TAG|-0.882|-0.48|0.175|A|6|0
stairs|3|2023-02-01 12:30:03.257|TAG|-0.871|-0.496|0.175|A|6|0
stairs|3|2023-02-01 12:30:03.265|TAG|-0.863|-0.507|0.191|A|6|0
stairs|3|2023-02-01 12:30:03.272|TAG|-0.863|-0.519|0.183|A|6|0
stairs|3|2023-02-01 12:30:03.280|TAG|-0.855|-0.523|0.183|A|6|0
stairs|3|2023-02-01 12:30:03.288|TAG|-0.851|-0.519|0.175|A|6|0
stairs|3|2023-02-01 12:30:03.297|TAG|-0.832|-0.519|0.183|A|6|0
stairs|3|2023-02-01 12:30:03.304|TAG|-0.847|-0.511|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.311|TAG|-0.843|-0.507|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.319|TAG|-0.847|-0.515|0.148|A|6|0
stairs|3|2023-02-01 12:30:03.327|TAG|-0.828|-0.5|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.335|TAG|-0.812|-0.503|0.144|A|6|0
stairs|3|2023-02-01 12:30:03.345|TAG|-0.824|-0.503|0.14|A|6|0
stairs|3|2023-02-01 12:30:03.350|TAG|-0.824|-0.5|0.144|A|6|0
stairs|3|2023-02-01 12:30:03.358|TAG|-0.812|-0.496|0.144|A|6|0
stairs|3|2023-02-01 12:30:03.366|TAG|-0.812|-0.492|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.374|TAG|-0.8|-0.496|0.16|A|6|0
stairs|3|2023-02-01 12:30:03.382|TAG|-0.82|-0.484|0.167|A|6|0
stairs|3|2023-02-01 12:30:03.390|TAG|-0.808|-0.484|0.167|A|6|0
stairs|3|2023-02-01 12:30:03.397|TAG|-0.832|-0.468|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.405|TAG|-0.843|-0.441|0.148|A|6|0
stairs|3|2023-02-01 12:30:03.413|TAG|-0.847|-0.417|0.164|A|6|0
stairs|3|2023-02-01 12:30:03.421|TAG|-0.824|-0.386|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.430|TAG|-0.835|-0.382|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.436|TAG|-0.824|-0.359|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.444|TAG|-0.828|-0.355|0.14|A|6|0
stairs|3|2023-02-01 12:30:03.452|TAG|-0.804|-0.32|0.152|A|6|0
stairs|3|2023-02-01 12:30:03.460|TAG|-0.812|-0.304|0.132|A|6|0
stairs|3|2023-02-01 12:30:03.468|TAG|-0.8|-0.304|0.136|A|6|0
stairs|3|2023-02-01 12:30:03.475|TAG|-0.8|-0.328|0.117|A|6|0
stairs|3|2023-02-01 12:30:03.483|TAG|-0.828|-0.32|0.117|A|6|0
stairs|3|2023-02-01 12:30:03.491|TAG|-0.851|-0.355|0.148|A|6|0
stairs|3|2023-02-01 12:30:03.500|TAG|-0.921|-0.464|0.156|A|6|0
stairs|3|2023-02-01 12:30:03.507|TAG|-1.05|-0.566|0.093|A|6|0
stairs|3|2023-02-01 12:30:03.515|TAG|-1.167|-0.726|0.07|A|6|0
stairs|3|2023-02-01 12:30:03.522|TAG|-1.257|-0.8|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.530|TAG|-1.257|-0.796|0.07|A|6|0
stairs|3|2023-02-01 12:30:03.538|TAG|-1.148|-0.761|0.058|A|6|0
stairs|3|2023-02-01 12:30:03.546|TAG|-1|-0.695|-0.015|A|6|0
stairs|3|2023-02-01 12:30:03.554|TAG|-0.863|-0.601|-0.039|A|6|0
stairs|3|2023-02-01 12:30:03.561|TAG|-0.753|-0.535|-0.046|A|6|0
stairs|3|2023-02-01 12:30:03.569|TAG|-0.699|-0.46|-0.019|A|6|0
stairs|3|2023-02-01 12:30:03.577|TAG|-0.726|-0.402|0.007|A|6|0
stairs|3|2023-02-01 12:30:03.585|TAG|-0.792|-0.359|0.042|A|6|0
stairs|3|2023-02-01 12:30:03.593|TAG|-0.871|-0.371|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.601|TAG|-0.937|-0.363|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.608|TAG|-0.992|-0.355|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.616|TAG|-1|-0.343|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.624|TAG|-0.992|-0.332|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.633|TAG|-0.968|-0.3|0.058|A|6|0
stairs|3|2023-02-01 12:30:03.640|TAG|-0.933|-0.285|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.647|TAG|-0.894|-0.289|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.655|TAG|-0.878|-0.308|0.05|A|6|0
stairs|3|2023-02-01 12:30:03.663|TAG|-0.91|-0.355|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.671|TAG|-0.921|-0.386|0.062|A|6|0
stairs|3|2023-02-01 12:30:03.679|TAG|-0.945|-0.41|0.082|A|6|0
stairs|3|2023-02-01 12:30:03.687|TAG|-0.988|-0.445|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.694|TAG|-1|-0.437|0.07|A|6|0
stairs|3|2023-02-01 12:30:03.702|TAG|-0.992|-0.425|0.058|A|6|0
stairs|3|2023-02-01 12:30:03.710|TAG|-0.98|-0.414|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.718|TAG|-0.972|-0.406|0.035|A|6|0
stairs|3|2023-02-01 12:30:03.726|TAG|-0.972|-0.402|0.031|A|6|0
stairs|3|2023-02-01 12:30:03.733|TAG|-0.96|-0.398|0.023|A|6|0
stairs|3|2023-02-01 12:30:03.741|TAG|-0.96|-0.386|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.749|TAG|-0.953|-0.386|0.027|A|6|0
stairs|3|2023-02-01 12:30:03.757|TAG|-0.957|-0.375|0.031|A|6|0
stairs|3|2023-02-01 12:30:03.765|TAG|-0.968|-0.367|0.042|A|6|0
stairs|3|2023-02-01 12:30:03.772|TAG|-0.96|-0.355|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.780|TAG|-0.972|-0.332|0.05|A|6|0
stairs|3|2023-02-01 12:30:03.788|TAG|-0.984|-0.351|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.796|TAG|-1.007|-0.343|0.062|A|6|0
stairs|3|2023-02-01 12:30:03.804|TAG|-1.011|-0.339|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.812|TAG|-1.011|-0.332|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.819|TAG|-0.996|-0.351|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.827|TAG|-0.992|-0.351|0.05|A|6|0
stairs|3|2023-02-01 12:30:03.836|TAG|-0.968|-0.367|0.046|A|6|0
stairs|3|2023-02-01 12:30:03.843|TAG|-0.964|-0.382|0.042|A|6|0
stairs|3|2023-02-01 12:30:03.851|TAG|-0.933|-0.382|0.027|A|6|0
stairs|3|2023-02-01 12:30:03.859|TAG|-0.925|-0.398|0.05|A|6|0
stairs|3|2023-02-01 12:30:03.866|TAG|-0.914|-0.421|0.05|A|6|0
stairs|3|2023-02-01 12:30:03.874|TAG|-0.917|-0.441|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.882|TAG|-0.89|-0.441|0.074|A|6|0
stairs|3|2023-02-01 12:30:03.890|TAG|-0.91|-0.445|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.897|TAG|-0.898|-0.453|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.905|TAG|-0.894|-0.457|0.058|A|6|0
stairs|3|2023-02-01 12:30:03.913|TAG|-0.902|-0.453|0.074|A|6|0
stairs|3|2023-02-01 12:30:03.921|TAG|-0.917|-0.46|0.082|A|6|0
stairs|3|2023-02-01 12:30:03.929|TAG|-0.933|-0.46|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.936|TAG|-0.937|-0.468|0.07|A|6|0
stairs|3|2023-02-01 12:30:03.944|TAG|-0.964|-0.445|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.952|TAG|-0.988|-0.437|0.062|A|6|0
stairs|3|2023-02-01 12:30:03.960|TAG|-0.976|-0.417|0.07|A|6|0
stairs|3|2023-02-01 12:30:03.968|TAG|-0.984|-0.394|0.066|A|6|0
stairs|3|2023-02-01 12:30:03.975|TAG|-0.984|-0.363|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.983|TAG|-0.976|-0.347|0.058|A|6|0
stairs|3|2023-02-01 12:30:03.991|TAG|-0.972|-0.328|0.054|A|6|0
stairs|3|2023-02-01 12:30:03.999|TAG|-0.98|-0.32|0.078|A|6|0
stairs|3|2023-02-01 12:30:04.007|TAG|-0.968|-0.324|0.058|A|6|0
stairs|3|2023-02-01 12:30:04.015|TAG|-0.988|-0.3|0.07|A|6|0
stairs|3|2023-02-01 12:30:04.023|TAG|-0.972|-0.324|0.078|A|6|0
stairs|3|2023-02-01 12:30:04.030|TAG|-0.988|-0.324|0.101|A|6|0
stairs|3|2023-02-01 12:30:04.038|TAG|-0.98|-0.375|0.089|A|6|0
stairs|3|2023-02-01 12:30:04.046|TAG|-0.992|-0.375|0.105|A|6|0
stairs|3|2023-02-01 12:30:04.054|TAG|-0.972|-0.382|0.097|A|6|0
stairs|3|2023-02-01 12:30:04.061|TAG|-0.957|-0.402|0.097|A|6|0
stairs|3|2023-02-01 12:30:04.069|TAG|-0.906|-0.406|0.078|A|6|0
stairs|3|2023-02-01 12:30:04.077|TAG|-0.871|-0.421|0.082|A|6|0
stairs|3|2023-02-01 12:30:04.085|TAG|-0.859|-0.386|0.082|A|6|0
stairs|3|2023-02-01 12:30:04.093|TAG|-0.835|-0.359|0.085|A|6|0
stairs|3|2023-02-01 12:30:04.101|TAG|-0.851|-0.339|0.042|A|6|0
stairs|3|2023-02-01 12:30:04.108|TAG|-0.867|-0.265|0.058|A|6|0
stairs|3|2023-02-01 12:30:04.116|TAG|-0.898|-0.214|0.05|A|6|0
stairs|3|2023-02-01 12:30:04.124|TAG|-0.875|-0.32|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.132|TAG|-0.894|-0.339|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.140|TAG|-0.91|-0.382|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.147|TAG|-0.921|-0.414|0.019|A|6|0
stairs|3|2023-02-01 12:30:04.155|TAG|-0.925|-0.417|0|A|6|0
stairs|3|2023-02-01 12:30:04.163|TAG|-0.91|-0.445|0.003|A|6|0
stairs|3|2023-02-01 12:30:04.172|TAG|-0.898|-0.46|-0.011|A|6|0
stairs|3|2023-02-01 12:30:04.179|TAG|-0.894|-0.468|-0.023|A|6|0
stairs|3|2023-02-01 12:30:04.186|TAG|-0.875|-0.496|-0.003|A|6|0
stairs|3|2023-02-01 12:30:04.194|TAG|-0.886|-0.5|0|A|6|0
stairs|3|2023-02-01 12:30:04.202|TAG|-0.89|-0.519|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.210|TAG|-0.89|-0.527|0.019|A|6|0
stairs|3|2023-02-01 12:30:04.218|TAG|-0.89|-0.535|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.226|TAG|-0.875|-0.558|0.015|A|6|0
stairs|3|2023-02-01 12:30:04.233|TAG|-0.882|-0.554|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.241|TAG|-0.863|-0.562|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.249|TAG|-0.871|-0.542|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.257|TAG|-0.863|-0.531|0.015|A|6|0
stairs|3|2023-02-01 12:30:04.265|TAG|-0.871|-0.472|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.272|TAG|-0.871|-0.48|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.280|TAG|-0.863|-0.453|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.288|TAG|-0.875|-0.414|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.296|TAG|-0.867|-0.386|0|A|6|0
stairs|3|2023-02-01 12:30:04.304|TAG|-0.878|-0.292|0.003|A|6|0
stairs|3|2023-02-01 12:30:04.311|TAG|-0.855|-0.316|-0.07|A|6|0
stairs|3|2023-02-01 12:30:04.319|TAG|-0.835|-0.453|-0.046|A|6|0
stairs|3|2023-02-01 12:30:04.327|TAG|-0.871|-0.523|-0.023|A|6|0
stairs|3|2023-02-01 12:30:04.335|TAG|-0.898|-0.636|-0.023|A|6|0
stairs|3|2023-02-01 12:30:04.343|TAG|-0.906|-0.71|-0.011|A|6|0
stairs|3|2023-02-01 12:30:04.351|TAG|-0.886|-0.722|-0.027|A|6|0
stairs|3|2023-02-01 12:30:04.359|TAG|-0.886|-0.73|-0.039|A|6|0
stairs|3|2023-02-01 12:30:04.366|TAG|-0.855|-0.726|-0.027|A|6|0
stairs|3|2023-02-01 12:30:04.374|TAG|-0.839|-0.746|-0.019|A|6|0
stairs|3|2023-02-01 12:30:04.382|TAG|-0.808|-0.734|0.003|A|6|0
stairs|3|2023-02-01 12:30:04.389|TAG|-0.804|-0.718|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.397|TAG|-0.785|-0.679|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.405|TAG|-0.781|-0.64|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.413|TAG|-0.785|-0.582|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.421|TAG|-0.796|-0.542|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.429|TAG|-0.824|-0.523|0.042|A|6|0
stairs|3|2023-02-01 12:30:04.437|TAG|-0.855|-0.48|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.444|TAG|-0.871|-0.468|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.452|TAG|-0.89|-0.433|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.460|TAG|-0.871|-0.417|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.468|TAG|-0.886|-0.406|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.476|TAG|-0.89|-0.41|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.483|TAG|-0.89|-0.417|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.491|TAG|-0.89|-0.437|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.499|TAG|-0.89|-0.453|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.507|TAG|-0.906|-0.468|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.515|TAG|-0.894|-0.476|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.522|TAG|-0.886|-0.484|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.530|TAG|-0.882|-0.507|-0.003|A|6|0
stairs|3|2023-02-01 12:30:04.538|TAG|-0.871|-0.519|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.546|TAG|-0.867|-0.55|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.554|TAG|-0.871|-0.57|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.561|TAG|-0.878|-0.578|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.569|TAG|-0.871|-0.566|0.015|A|6|0
stairs|3|2023-02-01 12:30:04.577|TAG|-0.855|-0.566|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.585|TAG|-0.851|-0.574|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.593|TAG|-0.851|-0.582|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.600|TAG|-0.859|-0.566|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.608|TAG|-0.855|-0.582|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.616|TAG|-0.843|-0.574|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.624|TAG|-0.871|-0.558|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.632|TAG|-0.855|-0.558|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.640|TAG|-0.847|-0.546|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.648|TAG|-0.863|-0.535|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.655|TAG|-0.855|-0.531|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.664|TAG|-0.863|-0.511|0.019|A|6|0
stairs|3|2023-02-01 12:30:04.671|TAG|-0.871|-0.503|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.679|TAG|-0.875|-0.488|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.686|TAG|-0.886|-0.484|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.694|TAG|-0.882|-0.484|0.015|A|6|0
stairs|3|2023-02-01 12:30:04.702|TAG|-0.89|-0.492|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.711|TAG|-0.886|-0.488|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.718|TAG|-0.89|-0.492|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.725|TAG|-0.878|-0.507|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.733|TAG|-0.882|-0.503|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.741|TAG|-0.886|-0.503|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.749|TAG|-0.871|-0.511|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.757|TAG|-0.859|-0.503|0.031|A|6|0
stairs|3|2023-02-01 12:30:04.764|TAG|-0.859|-0.492|0.019|A|6|0
stairs|3|2023-02-01 12:30:04.773|TAG|-0.867|-0.492|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.780|TAG|-0.855|-0.503|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.788|TAG|-0.867|-0.503|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.796|TAG|-0.867|-0.5|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.804|TAG|-0.875|-0.503|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.811|TAG|-0.878|-0.5|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.819|TAG|-0.886|-0.515|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.827|TAG|-0.894|-0.507|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.835|TAG|-0.894|-0.496|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.843|TAG|-0.906|-0.503|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.853|TAG|-0.894|-0.492|0.003|A|6|0
stairs|3|2023-02-01 12:30:04.858|TAG|-0.89|-0.484|0.007|A|6|0
stairs|3|2023-02-01 12:30:04.866|TAG|-0.921|-0.441|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.874|TAG|-0.906|-0.457|0.046|A|6|0
stairs|3|2023-02-01 12:30:04.882|TAG|-0.878|-0.453|0.05|A|6|0
stairs|3|2023-02-01 12:30:04.889|TAG|-0.875|-0.457|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.897|TAG|-0.867|-0.488|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.905|TAG|-0.898|-0.429|0.011|A|6|0
stairs|3|2023-02-01 12:30:04.913|TAG|-0.914|-0.41|0.035|A|6|0
stairs|3|2023-02-01 12:30:04.921|TAG|-0.929|-0.39|0.003|A|6|0
stairs|3|2023-02-01 12:30:04.928|TAG|-0.921|-0.41|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.936|TAG|-0.917|-0.394|0.019|A|6|0
stairs|3|2023-02-01 12:30:04.944|TAG|-0.914|-0.414|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.952|TAG|-0.898|-0.414|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.960|TAG|-0.914|-0.414|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.968|TAG|-0.914|-0.414|0.027|A|6|0
stairs|3|2023-02-01 12:30:04.977|TAG|-0.894|-0.398|0.046|A|6|0
stairs|3|2023-02-01 12:30:04.983|TAG|-0.894|-0.406|0.039|A|6|0
stairs|3|2023-02-01 12:30:04.991|TAG|-0.91|-0.402|0.023|A|6|0
stairs|3|2023-02-01 12:30:04.999|TAG|-0.902|-0.378|0.039|A|6|0
stairs|3|2023-02-01 12:30:05.007|TAG|-0.898|-0.39|0.011|A|6|0
stairs|3|2023-02-01 12:30:05.015|TAG|-0.894|-0.41|0.015|A|6|0
stairs|3|2023-02-01 12:30:05.022|TAG|-0.906|-0.41|0.027|A|6|0
stairs|3|2023-02-01 12:30:05.030|TAG|-0.917|-0.437|0.035|A|6|0
stairs|3|2023-02-01 12:30:05.038|TAG|-0.921|-0.453|0.023|A|6|0
stairs|3|2023-02-01 12:30:05.046|TAG|-0.933|-0.464|0.023|A|6|0
stairs|3|2023-02-01 12:30:05.053|TAG|-0.953|-0.48|0.023|A|6|0
stairs|3|2023-02-01 12:30:05.061|TAG|-0.953|-0.476|0.05|A|6|0
stairs|3|2023-02-01 12:30:05.069|TAG|-0.953|-0.484|0.05|A|6|0
stairs|3|2023-02-01 12:30:05.077|TAG|-0.945|-0.472|0.054|A|6|0
stairs|3|2023-02-01 12:30:05.085|TAG|-0.937|-0.453|0.046|A|6|0
stairs|3|2023-02-01 12:30:05.093|TAG|-0.91|-0.464|0.042|A|6|0
stairs|3|2023-02-01 12:30:05.100|TAG|-0.914|-0.445|0.031|A|6|0
stairs|3|2023-02-01 12:30:05.109|TAG|-0.902|-0.437|0.003|A|6|0
stairs|3|2023-02-01 12:30:05.116|TAG|-0.906|-0.441|0.003|A|6|0
stairs|3|2023-02-01 12:30:05.124|TAG|-0.902|-0.457|-0.007|A|6|0
stairs|3|2023-02-01 12:30:05.132|TAG|-0.882|-0.488|-0.007|A|6|0
stairs|3|2023-02-01 12:30:05.139|TAG|-0.875|-0.5|-0.035|A|6|0
stairs|3|2023-02-01 12:30:05.147|TAG|-0.843|-0.507|-0.042|A|6|0
stairs|3|2023-02-01 12:30:05.155|TAG|-0.812|-0.523|-0.046|A|6|0
stairs|3|2023-02-01 12:30:05.163|TAG|-0.777|-0.523|-0.058|A|6|0
stairs|3|2023-02-01 12:30:05.171|TAG|-0.738|-0.531|-0.074|A|6|0
stairs|3|2023-02-01 12:30:05.180|TAG|-0.718|-0.531|-0.07|A|6|0
stairs|3|2023-02-01 12:30:05.187|TAG|-0.683|-0.519|-0.046|A|6|0
stairs|3|2023-02-01 12:30:05.194|TAG|-0.679|-0.511|-0.031|A|6|0
stairs|3|2023-02-01 12:30:05.202|TAG|-0.699|-0.5|-0.003|A|6|0
stairs|3|2023-02-01 12:30:05.210|TAG|-0.781|-0.488|0.003|A|6|0
stairs|3|2023-02-01 12:30:05.218|TAG|-0.843|-0.48|-0.023|A|6|0
stairs|3|2023-02-01 12:30:05.226|TAG|-0.957|-0.511|-0.058|A|6|0
stairs|3|2023-02-01 12:30:05.233|TAG|-1.019|-0.515|-0.171|A|6|0
stairs|3|2023-02-01 12:30:05.241|TAG|-0.984|-0.664|-0.136|A|6|0
stairs|3|2023-02-01 12:30:05.249|TAG|-0.988|-0.816|-0.035|A|6|0
stairs|3|2023-02-01 12:30:05.257|TAG|-0.96|-0.824|-0.085|A|6|0
stairs|3|2023-02-01 12:30:05.264|TAG|-0.968|-0.82|0.011|A|6|0
stairs|3|2023-02-01 12:30:05.272|TAG|-0.976|-0.757|0.101|A|6|0
stairs|3|2023-02-01 12:30:05.280|TAG|-0.941|-0.843|0.187|A|6|0
stairs|3|2023-02-01 12:30:05.288|TAG|-0.984|-0.894|0.296|A|6|0
stairs|3|2023-02-01 12:30:05.296|TAG|-1.066|-0.691|0.339|A|6|0
stairs|3|2023-02-01 12:30:05.304|TAG|-1.148|-0.582|0.296|A|6|0
stairs|3|2023-02-01 12:30:05.312|TAG|-1.183|-0.507|0.285|A|6|0
stairs|3|2023-02-01 12:30:05.319|TAG|-1.175|-0.492|0.269|A|6|0
stairs|3|2023-02-01 12:30:05.327|TAG|-1.156|-0.488|0.3|A|6|0
stairs|3|2023-02-01 12:30:05.335|TAG|-1.148|-0.457|0.289|A|6|0
stairs|3|2023-02-01 12:30:05.343|TAG|-1.152|-0.417|0.25|A|6|0
stairs|3|2023-02-01 12:30:05.350|TAG|-1.132|-0.355|0.289|A|6|0
stairs|3|2023-02-01 12:30:05.358|TAG|-1.078|-0.382|0.312|A|6|0
stairs|3|2023-02-01 12:30:05.366|TAG|-1.007|-0.378|0.312|A|6|0
stairs|3|2023-02-01 12:30:05.374|TAG|-1.031|-0.328|0.363|A|6|0
stairs|3|2023-02-01 12:30:05.382|TAG|-1.015|-0.3|0.339|A|6|0
stairs|3|2023-02-01 12:30:05.390|TAG|-1.011|-0.308|0.359|A|6|0
stairs|3|2023-02-01 12:30:05.397|TAG|-1.019|-0.324|0.324|A|6|0
stairs|3|2023-02-01 12:30:05.405|TAG|-0.988|-0.359|0.347|A|6|0
stairs|3|2023-02-01 12:30:05.413|TAG|-0.98|-0.332|0.335|A|6|0
stairs|3|2023-02-01 12:30:05.421|TAG|-0.871|-0.425|0.289|A|6|0
