SET|PARTICIPANT|TIMESTAMP|SOURCE|X|Y|Z|TYPE|ACTIVITY|IS_FALL
stairs|3|2023-02-01 12:29:53.406|TAG|-1.035|-0.812|-0.039|A|6|0
stairs|3|2023-02-01 12:29:53.413|TAG|-0.992|-0.824|0.011|A|6|0
stairs|3|2023-02-01 12:29:53.421|TAG|-0.89|-0.82|0.109|A|6|0
stairs|3|2023-02-01 12:29:53.429|TAG|-0.82|-0.773|0.148|A|6|0
stairs|3|2023-02-01 12:29:53.437|TAG|-0.773|-0.726|0.156|A|6|0
stairs|3|2023-02-01 12:29:53.445|TAG|-0.765|-0.699|0.109|A|6|0
stairs|3|2023-02-01 12:29:53.452|TAG|-0.781|-0.648|0.082|A|6|0
stairs|3|2023-02-01 12:29:53.460|TAG|-0.812|-0.617|0.066|A|6|0
stairs|3|2023-02-01 12:29:53.468|TAG|-0.824|-0.57|0.05|A|6|0
stairs|3|2023-02-01 12:29:53.476|TAG|-0.824|-0.527|0.05|A|6|0
stairs|3|2023-02-01 12:29:53.484|TAG|-0.804|-0.464|-0.003|A|6|0
stairs|3|2023-02-01 12:29:53.491|TAG|-0.769|-0.429|-0.031|A|6|0
stairs|3|2023-02-01 12:29:53.499|TAG|-0.742|-0.382|-0.078|A|6|0
stairs|3|2023-02-01 12:29:53.507|TAG|-0.757|-0.32|-0.093|A|6|0
stairs|3|2023-02-01 12:29:53.515|TAG|-0.765|-0.332|-0.097|A|6|0
stairs|3|2023-02-01 12:29:53.523|TAG|-0.753|-0.359|-0.078|A|6|0
stairs|3|2023-02-01 12:29:53.531|TAG|-0.789|-0.394|-0.066|A|6|0
stairs|3|2023-02-01 12:29:53.538|TAG|-0.835|-0.433|-0.054|A|6|0
stairs|3|2023-02-01 12:29:53.546|TAG|-0.875|-0.484|-0.007|A|6|0
stairs|3|2023-02-01 12:29:53.554|TAG|-0.906|-0.519|0.027|A|6|0
stairs|3|2023-02-01 12:29:53.562|TAG|-0.953|-0.542|0.058|A|6|0
stairs|3|2023-02-01 12:29:53.570|TAG|-0.957|-0.57|0.085|A|6|0
stairs|3|2023-02-01 12:29:53.577|TAG|-0.953|-0.562|0.085|A|6|0
stairs|3|2023-02-01 12:29:53.585|TAG|-0.949|-0.57|0.082|A|6|0
stairs|3|2023-02-01 12:29:53.593|TAG|-0.929|-0.527|0.089|A|6|0
stairs|3|2023-02-01 12:29:53.601|TAG|-0.886|-0.519|0.109|A|6|0
stairs|3|2023-02-01 12:29:53.609|TAG|-0.875|-0.515|0.105|A|6|0
stairs|3|2023-02-01 12:29:53.617|TAG|-0.867|-0.476|0.101|A|6|0
stairs|3|2023-02-01 12:29:53.624|TAG|-0.824|-0.468|0.117|A|6|0
stairs|3|2023-02-01 12:29:53.632|TAG|-0.812|-0.386|0.128|A|6|0
stairs|3|2023-02-01 12:29:53.640|TAG|-0.812|-0.363|0.121|A|6|0
stairs|3|2023-02-01 12:29:53.648|TAG|-0.808|-0.304|0.105|A|6|0
stairs|3|2023-02-01 12:29:53.656|TAG|-0.828|-0.269|0.093|A|6|0
stairs|3|2023-02-01 12:29:53.663|TAG|-0.828|-0.25|0.082|A|6|0
stairs|3|2023-02-01 12:29:53.671|TAG|-0.851|-0.257|0.07|A|6|0
stairs|3|2023-02-01 12:29:53.679|TAG|-0.847|-0.277|0.07|A|6|0
stairs|3|2023-02-01 12:29:53.687|TAG|-0.855|-0.285|0.066|A|6|0
stairs|3|2023-02-01 12:29:53.695|TAG|-0.855|-0.324|0.066|A|6|0
stairs|3|2023-02-01 12:29:53.702|TAG|-0.832|-0.359|0.066|A|6|0
stairs|3|2023-02-01 12:29:53.710|TAG|-0.835|-0.359|0.093|A|6|0
stairs|3|2023-02-01 12:29:53.718|TAG|-0.82|-0.406|0.078|A|6|0
stairs|3|2023-02-01 12:29:53.726|TAG|-0.804|-0.417|0.078|A|6|0
stairs|3|2023-02-01 12:29:53.734|TAG|-0.8|-0.406|0.097|A|6|0
stairs|3|2023-02-01 12:29:53.741|TAG|-0.785|-0.378|0.121|A|6|0
stairs|3|2023-02-01 12:29:53.749|TAG|-0.769|-0.355|0.128|A|6|0
stairs|3|2023-02-01 12:29:53.757|TAG|-0.765|-0.363|0.128|A|6|0
stairs|3|2023-02-01 12:29:53.765|TAG|-0.773|-0.351|0.132|A|6|0
stairs|3|2023-02-01 12:29:53.773|TAG|-0.82|-0.343|0.171|A|6|0
stairs|3|2023-02-01 12:29:53.781|TAG|-0.839|-0.371|0.226|A|6|0
stairs|3|2023-02-01 12:29:53.788|TAG|-0.859|-0.375|0.226|A|6|0
stairs|3|2023-02-01 12:29:53.796|TAG|-0.886|-0.367|0.214|A|6|0
stairs|3|2023-02-01 12:29:53.804|TAG|-0.867|-0.359|0.187|A|6|0
stairs|3|2023-02-01 12:29:53.812|TAG|-0.871|-0.367|0.171|A|6|0
stairs|3|2023-02-01 12:29:53.820|TAG|-0.855|-0.355|0.156|A|6|0
stairs|3|2023-02-01 12:29:53.827|TAG|-0.859|-0.347|0.152|A|6|0
stairs|3|2023-02-01 12:29:53.835|TAG|-0.835|-0.332|0.113|A|6|0
stairs|3|2023-02-01 12:29:53.843|TAG|-0.828|-0.296|0.109|A|6|0
stairs|3|2023-02-01 12:29:53.851|TAG|-0.839|-0.265|0.121|A|6|0
stairs|3|2023-02-01 12:29:53.859|TAG|-0.847|-0.226|0.144|A|6|0
stairs|3|2023-02-01 12:29:53.866|TAG|-0.882|-0.183|0.14|A|6|0
stairs|3|2023-02-01 12:29:53.874|TAG|-0.921|-0.156|0.164|A|6|0
stairs|3|2023-02-01 12:29:53.882|TAG|-0.941|-0.128|0.14|A|6|0
stairs|3|2023-02-01 12:29:53.890|TAG|-0.968|-0.101|0.14|A|6|0
stairs|3|2023-02-01 12:29:53.898|TAG|-0.98|-0.101|0.144|A|6|0
stairs|3|2023-02-01 12:29:53.906|TAG|-0.988|-0.085|0.117|A|6|0
stairs|3|2023-02-01 12:29:53.913|TAG|-0.98|-0.097|0.078|A|6|0
stairs|3|2023-02-01 12:29:53.921|TAG|-0.968|-0.109|0.046|A|6|0
stairs|3|2023-02-01 12:29:53.929|TAG|-0.945|-0.136|0|A|6|0
stairs|3|2023-02-01 12:29:53.937|TAG|-0.902|-0.167|-0.039|A|6|0
stairs|3|2023-02-01 12:29:53.945|TAG|-0.816|-0.218|-0.039|A|6|0
stairs|3|2023-02-01 12:29:53.953|TAG|-0.812|-0.25|-0.031|A|6|0
stairs|3|2023-02-01 12:29:53.960|TAG|-0.789|-0.312|-0.015|A|6|0
stairs|3|2023-02-01 12:29:53.968|TAG|-0.765|-0.335|-0.003|A|6|0
stairs|3|2023-02-01 12:29:53.976|TAG|-0.777|-0.378|0.011|A|6|0
stairs|3|2023-02-01 12:29:53.984|TAG|-0.785|-0.386|0.003|A|6|0
stairs|3|2023-02-01 12:29:53.991|TAG|-0.773|-0.378|-0.003|A|6|0
stairs|3|2023-02-01 12:29:53.999|TAG|-0.785|-0.351|-0.031|A|6|0
stairs|3|2023-02-01 12:29:54.007|TAG|-0.734|-0.355|-0.101|A|6|0
stairs|3|2023-02-01 12:29:54.015|TAG|-0.632|-0.351|-0.148|A|6|0
stairs|3|2023-02-01 12:29:54.023|TAG|-0.558|-0.359|-0.207|A|6|0
stairs|3|2023-02-01 12:29:54.031|TAG|-0.449|-0.363|-0.23|A|6|0
stairs|3|2023-02-01 12:29:54.038|TAG|-0.359|-0.375|-0.214|A|6|0
stairs|3|2023-02-01 12:29:54.046|TAG|-0.289|-0.386|-0.164|A|6|0
stairs|3|2023-02-01 12:29:54.054|TAG|-0.214|-0.417|-0.148|A|6|0
stairs|3|2023-02-01 12:29:54.062|TAG|-0.16|-0.445|0.007|A|6|0
stairs|3|2023-02-01 12:29:54.070|TAG|-0.203|-0.523|0.101|A|6|0
stairs|3|2023-02-01 12:29:54.077|TAG|-0.289|-0.558|0.242|A|6|0
stairs|3|2023-02-01 12:29:54.086|TAG|-0.398|-0.55|0.39|A|6|0
stairs|3|2023-02-01 12:29:54.093|TAG|-0.578|-0.48|0.464|A|6|0
stairs|3|2023-02-01 12:29:54.101|TAG|-0.714|-0.519|0.503|A|6|0
stairs|3|2023-02-01 12:29:54.109|TAG|-0.867|-0.527|0.406|A|6|0
stairs|3|2023-02-01 12:29:54.116|TAG|-1.082|-0.46|0.316|A|6|0
stairs|3|2023-02-01 12:29:54.124|TAG|-1.292|-0.093|0.257|A|6|0
stairs|3|2023-02-01 12:29:54.132|TAG|-1.515|-0.027|0.132|A|6|0
stairs|3|2023-02-01 12:29:54.140|TAG|-1.718|-0.109|0.101|A|6|0
stairs|3|2023-02-01 12:29:54.148|TAG|-1.617|-0.332|0.417|A|6|0
stairs|3|2023-02-01 12:29:54.156|TAG|-1.359|-0.363|0.554|A|6|0
stairs|3|2023-02-01 12:29:54.163|TAG|-1.351|-0.277|0.324|A|6|0
stairs|3|2023-02-01 12:29:54.171|TAG|-1.425|-0.421|0.265|A|6|0
stairs|3|2023-02-01 12:29:54.179|TAG|-1.519|-0.695|0.292|A|6|0
stairs|3|2023-02-01 12:29:54.187|TAG|-1.66|-0.804|0.484|A|6|0
stairs|3|2023-02-01 12:29:54.195|TAG|-1.613|-0.917|0.625|A|6|0
stairs|3|2023-02-01 12:29:54.202|TAG|-1.511|-0.964|0.675|A|6|0
stairs|3|2023-02-01 12:29:54.210|TAG|-1.347|-0.996|0.632|A|6|0
stairs|3|2023-02-01 12:29:54.218|TAG|-1.191|-1.011|0.441|A|6|0
stairs|3|2023-02-01 12:29:54.226|TAG|-1.019|-1|0.425|A|6|0
stairs|3|2023-02-01 12:29:54.234|TAG|-0.933|-0.855|0.406|A|6|0
stairs|3|2023-02-01 12:29:54.242|TAG|-0.921|-0.656|0.503|A|6|0
stairs|3|2023-02-01 12:29:54.249|TAG|-0.941|-0.531|0.511|A|6|0
stairs|3|2023-02-01 12:29:54.257|TAG|-0.953|-0.433|0.535|A|6|0
stairs|3|2023-02-01 12:29:54.265|TAG|-0.949|-0.363|0.46|A|6|0
stairs|3|2023-02-01 12:29:54.273|TAG|-0.906|-0.308|0.378|A|6|0
stairs|3|2023-02-01 12:29:54.281|TAG|-0.832|-0.277|0.277|A|6|0
stairs|3|2023-02-01 12:29:54.289|TAG|-0.73|-0.253|0.144|A|6|0
stairs|3|2023-02-01 12:29:54.296|TAG|-0.675|-0.199|0.039|A|6|0
stairs|3|2023-02-01 12:29:54.305|TAG|-0.625|-0.164|-0.023|A|6|0
stairs|3|2023-02-01 12:29:54.312|TAG|-0.574|-0.164|-0.066|A|6|0
stairs|3|2023-02-01 12:29:54.320|TAG|-0.527|-0.253|-0.093|A|6|0
stairs|3|2023-02-01 12:29:54.327|TAG|-0.531|-0.117|0.003|A|6|0
stairs|3|2023-02-01 12:29:54.335|TAG|-0.484|-0.117|-0.089|A|6|0
stairs|3|2023-02-01 12:29:54.343|TAG|-0.355|-0.304|-0.187|A|6|0
stairs|3|2023-02-01 12:29:54.351|TAG|-0.3|-0.375|-0.222|A|6|0
stairs|3|2023-02-01 12:29:54.359|TAG|-0.242|-0.433|-0.183|A|6|0
stairs|3|2023-02-01 12:29:54.366|TAG|-0.246|-0.472|-0.152|A|6|0
stairs|3|2023-02-01 12:29:54.374|TAG|-0.234|-0.554|-0.203|A|6|0
stairs|3|2023-02-01 12:29:54.382|TAG|-0.253|-0.625|-0.14|A|6|0
stairs|3|2023-02-01 12:29:54.390|TAG|-0.234|-0.656|-0.121|A|6|0
stairs|3|2023-02-01 12:29:54.398|TAG|-0.214|-0.671|-0.085|A|6|0
stairs|3|2023-02-01 12:29:54.406|TAG|-0.242|-0.648|-0.093|A|6|0
stairs|3|2023-02-01 12:29:54.413|TAG|-0.367|-0.605|-0.179|A|6|0
stairs|3|2023-02-01 12:29:54.422|TAG|-0.445|-0.625|-0.214|A|6|0
stairs|3|2023-02-01 12:29:54.429|TAG|-0.636|-0.687|-0.246|A|6|0
stairs|3|2023-02-01 12:29:54.437|TAG|-0.843|-0.816|-0.281|A|6|0
stairs|3|2023-02-01 12:29:54.445|TAG|-1.058|-1.015|-0.203|A|6|0
stairs|3|2023-02-01 12:29:54.452|TAG|-1.183|-1.109|0.07|A|6|0
stairs|3|2023-02-01 12:29:54.460|TAG|-1.062|-1.082|0.535|A|6|0
stairs|3|2023-02-01 12:29:54.468|TAG|-0.878|-0.839|0.718|A|6|0
stairs|3|2023-02-01 12:29:54.476|TAG|-0.921|-0.578|0.222|A|6|0
stairs|3|2023-02-01 12:29:54.484|TAG|-1.175|-0.546|-0.5|A|6|0
stairs|3|2023-02-01 12:29:54.492|TAG|-1.507|-0.57|-0.878|A|6|0
stairs|3|2023-02-01 12:29:54.499|TAG|-1.847|-0.445|-0.066|A|6|0
stairs|3|2023-02-01 12:29:54.507|TAG|-1.925|-0.292|0.574|A|6|0
stairs|3|2023-02-01 12:29:54.515|TAG|-1.875|-0.265|0.613|A|6|0
stairs|3|2023-02-01 12:29:54.523|TAG|-1.82|-0.175|0.367|A|6|0
stairs|3|2023-02-01 12:29:54.531|TAG|-1.625|-0.117|-0.082|A|6|0
stairs|3|2023-02-01 12:29:54.538|TAG|-1.398|-0.07|-0.191|A|6|0
stairs|3|2023-02-01 12:29:54.546|TAG|-1.386|-0.062|0.042|A|6|0
stairs|3|2023-02-01 12:29:54.554|TAG|-1.328|0.015|0.25|A|6|0
stairs|3|2023-02-01 12:29:54.562|TAG|-1.238|0.136|0.246|A|6|0
stairs|3|2023-02-01 12:29:54.570|TAG|-1.246|0.121|0.195|A|6|0
stairs|3|2023-02-01 12:29:54.577|TAG|-1.238|0.109|0.089|A|6|0
stairs|3|2023-02-01 12:29:54.585|TAG|-1.296|0.078|-0.011|A|6|0
stairs|3|2023-02-01 12:29:54.593|TAG|-1.277|-0.199|-0.007|A|6|0
stairs|3|2023-02-01 12:29:54.601|TAG|-1.21|-0.378|-0.023|A|6|0
stairs|3|2023-02-01 12:29:54.609|TAG|-1.132|-0.449|-0.039|A|6|0
stairs|3|2023-02-01 12:29:54.616|TAG|-1.003|-0.546|-0.082|A|6|0
stairs|3|2023-02-01 12:29:54.625|TAG|-0.867|-0.597|-0.152|A|6|0
stairs|3|2023-02-01 12:29:54.632|TAG|-0.765|-0.636|-0.101|A|6|0
stairs|3|2023-02-01 12:29:54.640|TAG|-0.585|-0.703|-0.027|A|6|0
stairs|3|2023-02-01 12:29:54.648|TAG|-0.46|-0.781|0.058|A|6|0
stairs|3|2023-02-01 12:29:54.656|TAG|-0.378|-0.781|0.042|A|6|0
stairs|3|2023-02-01 12:29:54.663|TAG|-0.32|-0.707|0.058|A|6|0
stairs|3|2023-02-01 12:29:54.671|TAG|-0.335|-0.527|0.101|A|6|0
stairs|3|2023-02-01 12:29:54.679|TAG|-0.382|-0.343|0.125|A|6|0
stairs|3|2023-02-01 12:29:54.687|TAG|-0.406|-0.23|0.117|A|6|0
stairs|3|2023-02-01 12:29:54.695|TAG|-0.328|-0.164|0.093|A|6|0
stairs|3|2023-02-01 12:29:54.702|TAG|-0.238|-0.105|0.066|A|6|0
stairs|3|2023-02-01 12:29:54.710|TAG|-0.156|-0.058|0.093|A|6|0
stairs|3|2023-02-01 12:29:54.718|TAG|-0.093|-0.003|0.054|A|6|0
stairs|3|2023-02-01 12:29:54.726|TAG|-0.085|0.101|0.019|A|6|0
stairs|3|2023-02-01 12:29:54.734|TAG|-0.175|0.136|-0.015|A|6|0
stairs|3|2023-02-01 12:29:54.741|TAG|-0.253|0.089|-0.046|A|6|0
stairs|3|2023-02-01 12:29:54.749|TAG|-0.32|-0.031|0.093|A|6|0
stairs|3|2023-02-01 12:29:54.757|TAG|-0.582|-0.042|-0.023|A|6|0
stairs|3|2023-02-01 12:29:54.765|TAG|-0.91|-0.078|0.093|A|6|0
stairs|3|2023-02-01 12:29:54.773|TAG|-1.304|-0.113|0.136|A|6|0
stairs|3|2023-02-01 12:29:54.781|TAG|-1.55|-0.046|0.375|A|6|0
stairs|3|2023-02-01 12:29:54.788|TAG|-1.609|-0.007|0.488|A|6|0
stairs|3|2023-02-01 12:29:54.796|TAG|-1.66|-0.082|0.402|A|6|0
stairs|3|2023-02-01 12:29:54.804|TAG|-1.566|-0.171|0.332|A|6|0
stairs|3|2023-02-01 12:29:54.812|TAG|-1.375|-0.371|0.289|A|6|0
stairs|3|2023-02-01 12:29:54.820|TAG|-1.289|-0.777|0.07|A|6|0
stairs|3|2023-02-01 12:29:54.828|TAG|-1.351|-1.074|0.617|A|6|0
stairs|3|2023-02-01 12:29:54.835|TAG|-1.57|-1.25|0.742|A|6|0
stairs|3|2023-02-01 12:29:54.843|TAG|-1.718|-1.453|0.812|A|6|0
stairs|3|2023-02-01 12:29:54.851|TAG|-1.699|-1.605|0.648|A|6|0
stairs|3|2023-02-01 12:29:54.859|TAG|-1.57|-1.437|0.472|A|6|0
stairs|3|2023-02-01 12:29:54.867|TAG|-1.308|-1.222|0.363|A|6|0
stairs|3|2023-02-01 12:29:54.874|TAG|-1.031|-1.039|0.296|A|6|0
stairs|3|2023-02-01 12:29:54.882|TAG|-0.878|-0.718|0.175|A|6|0
stairs|3|2023-02-01 12:29:54.890|TAG|-0.617|-0.621|-0.015|A|6|0
stairs|3|2023-02-01 12:29:54.898|TAG|-0.46|-0.531|-0.05|A|6|0
stairs|3|2023-02-01 12:29:54.905|TAG|-0.355|-0.402|-0.035|A|6|0
stairs|3|2023-02-01 12:29:54.913|TAG|-0.273|-0.339|0.019|A|6|0
stairs|3|2023-02-01 12:29:54.921|TAG|-0.195|-0.359|-0.027|A|6|0
stairs|3|2023-02-01 12:29:54.929|TAG|-0.117|-0.351|-0.054|A|6|0
stairs|3|2023-02-01 12:29:54.937|TAG|-0.078|-0.273|-0.05|A|6|0
stairs|3|2023-02-01 12:29:54.945|TAG|-0.054|-0.187|-0.097|A|6|0
stairs|3|2023-02-01 12:29:54.952|TAG|-0.07|-0.175|-0.101|A|6|0
stairs|3|2023-02-01 12:29:54.960|TAG|-0.109|-0.167|-0.109|A|6|0
stairs|3|2023-02-01 12:29:54.968|TAG|-0.191|-0.144|-0.144|A|6|0
stairs|3|2023-02-01 12:29:54.976|TAG|-0.265|-0.125|-0.164|A|6|0
stairs|3|2023-02-01 12:29:54.984|TAG|-0.308|-0.179|-0.128|A|6|0
stairs|3|2023-02-01 12:29:54.992|TAG|-0.324|-0.222|-0.07|A|6|0
stairs|3|2023-02-01 12:29:54.999|TAG|-0.39|-0.367|-0.101|A|6|0
stairs|3|2023-02-01 12:29:55.007|TAG|-0.519|-0.453|-0.109|A|6|0
stairs|3|2023-02-01 12:29:55.015|TAG|-0.589|-0.562|-0.101|A|6|0
stairs|3|2023-02-01 12:29:55.023|TAG|-0.71|-0.675|-0.117|A|6|0
stairs|3|2023-02-01 12:29:55.031|TAG|-0.859|-0.886|-0.066|A|6|0
stairs|3|2023-02-01 12:29:55.038|TAG|-0.972|-1.148|0.109|A|6|0
stairs|3|2023-02-01 12:29:55.046|TAG|-1.132|-1.234|0.253|A|6|0
stairs|3|2023-02-01 12:29:55.054|TAG|-1.519|-1.332|-0.191|A|6|0
stairs|3|2023-02-01 12:29:55.062|TAG|-2.152|-1.285|-0.21|A|6|0
stairs|3|2023-02-01 12:29:55.070|TAG|-2.105|-0.957|0.355|A|6|0
stairs|3|2023-02-01 12:29:55.077|TAG|-1.851|-0.585|0.195|A|6|0
stairs|3|2023-02-01 12:29:55.085|TAG|-1.476|-0.195|0.113|A|6|0
stairs|3|2023-02-01 12:29:55.094|TAG|-1.164|-0.121|-0.113|A|6|0
stairs|3|2023-02-01 12:29:55.101|TAG|-0.96|-0.031|-0.281|A|6|0
stairs|3|2023-02-01 12:29:55.109|TAG|-0.941|-0.027|-0.222|A|6|0
stairs|3|2023-02-01 12:29:55.116|TAG|-1.109|0.011|-0.156|A|6|0
stairs|3|2023-02-01 12:29:55.124|TAG|-1.148|0.039|0.117|A|6|0
stairs|3|2023-02-01 12:29:55.132|TAG|-1.316|0.171|0.41|A|6|0
stairs|3|2023-02-01 12:29:55.140|TAG|-1.445|0.289|0.492|A|6|0
stairs|3|2023-02-01 12:29:55.148|TAG|-1.457|0.296|0.296|A|6|0
stairs|3|2023-02-01 12:29:55.155|TAG|-1.394|0.167|0.019|A|6|0
stairs|3|2023-02-01 12:29:55.164|TAG|-1.289|0.07|-0.214|A|6|0
stairs|3|2023-02-01 12:29:55.171|TAG|-1.128|-0.097|-0.265|A|6|0
stairs|3|2023-02-01 12:29:55.179|TAG|-0.929|-0.242|-0.269|A|6|0
stairs|3|2023-02-01 12:29:55.187|TAG|-0.839|-0.304|-0.128|A|6|0
stairs|3|2023-02-01 12:29:55.194|TAG|-0.738|-0.441|0.039|A|6|0
stairs|3|2023-02-01 12:29:55.202|TAG|-0.718|-0.5|0.035|A|6|0
stairs|3|2023-02-01 12:29:55.210|TAG|-0.664|-0.562|0.039|A|6|0
stairs|3|2023-02-01 12:29:55.218|TAG|-0.613|-0.656|0.062|A|6|0
stairs|3|2023-02-01 12:29:55.226|TAG|-0.527|-0.796|0.16|A|6|0
stairs|3|2023-02-01 12:29:55.234|TAG|-0.421|-0.867|0.113|A|6|0
stairs|3|2023-02-01 12:29:55.241|TAG|-0.394|-0.812|0.148|A|6|0
stairs|3|2023-02-01 12:29:55.249|TAG|-0.359|-0.617|0.222|A|6|0
stairs|3|2023-02-01 12:29:55.257|TAG|-0.414|-0.511|0.304|A|6|0
stairs|3|2023-02-01 12:29:55.265|TAG|-0.492|-0.453|0.195|A|6|0
stairs|3|2023-02-01 12:29:55.273|TAG|-0.695|-0.464|0.062|A|6|0
stairs|3|2023-02-01 12:29:55.280|TAG|-0.789|-0.582|-0.023|A|6|0
stairs|3|2023-02-01 12:29:55.288|TAG|-0.933|-0.582|0.07|A|6|0
stairs|3|2023-02-01 12:29:55.297|TAG|-1.214|-0.468|0.332|A|6|0
stairs|3|2023-02-01 12:29:55.304|TAG|-1.269|-0.144|0.617|A|6|0
stairs|3|2023-02-01 12:29:55.312|TAG|-1.324|0.121|0.582|A|6|0
stairs|3|2023-02-01 12:29:55.320|TAG|-1.511|0.183|0.421|A|6|0
stairs|3|2023-02-01 12:29:55.327|TAG|-1.367|0.132|0.378|A|6|0
stairs|3|2023-02-01 12:29:55.335|TAG|-1.269|0.046|0.121|A|6|0
stairs|3|2023-02-01 12:29:55.343|TAG|-1.386|0.003|0.042|A|6|0
stairs|3|2023-02-01 12:29:55.351|TAG|-1.371|-0.601|0.035|A|6|0
stairs|3|2023-02-01 12:29:55.359|TAG|-1.445|-0.886|0.261|A|6|0
stairs|3|2023-02-01 12:29:55.367|TAG|-1.511|-0.964|0.769|A|6|0
stairs|3|2023-02-01 12:29:55.374|TAG|-1.656|-0.906|0.921|A|6|0
stairs|3|2023-02-01 12:29:55.382|TAG|-1.468|-1.109|0.777|A|6|0
stairs|3|2023-02-01 12:29:55.390|TAG|-1.371|-1.261|0.449|A|6|0
stairs|3|2023-02-01 12:29:55.398|TAG|-1.23|-1.05|0.25|A|6|0
